무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
중원중앙-D-11,경기도,성남시,기타,,희망로,3,,경기도 성남시 중원구 중앙동 1636-15,37.44103,127.15981,해오름공영주차장,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
중원금광1-D-1,경기도,성남시,기타,,금상로,3,경기도 성남시 중원구 금상로 79 (금광동),,37.441983,127.164111,금상로사거리,4,0,,,,2006,경기도 성남시청,031-729-8743,2025-11-11
중원금광1-D-2,경기도,성남시,기타,,광명로,3,경기도 성남시 중원구 광명로324번길 3 (금광동),경기도 성남시 중원구 금광동 1347,37.445043,127.162136,장원빌딩,4,0,,,,2008,경기도 성남시청,031-729-8743,2025-11-11
중원금광1-D-3,경기도,성남시,기타,,금상로,3,경기도 성남시 중원구 금상로 97 (금광동),경기도 성남시 중원구 금광동 1645,37.44355,127.165994,금상초등학교,4,0,,,2,2006,경기도 성남시청,031-729-8743,2025-11-11
중원금광1-D-5,경기도,성남시,기타,,금빛로,3,,경기도 성남시 중원구 금광동 1938,37.44583,127.167486,신구대학사거리,4,0,,,2,2023,경기도 성남시청,031-729-8743,2025-11-11
중원금광1-D-6,경기도,성남시,기타,,희망로,3,,경기도 성남시 중원구 갈현동 457-12,37.42266,127.16126,갈현육교,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
중원금광1-D-7,경기도,성남시,기타,,희망로,3,,경기도 성남시 중원구 금광동 59,37.44276,127.15923,이편한세상금빛그랑메종1단지,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
중원금광1-D-8,경기도,성남시,기타,,희망로,3,경기도 성남시 중원구 금광로 26,경기도 성남시 중원구 금광동 1003,37.44328,127.16225,e편한세상 204동 주변,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
중원금광1-D-9,경기도,성남시,기타,,금빛로,3,경기도 성남시 중원구 금광로 39,경기도 성남시 중원구 금광동 1009,37.444167,127.164106,e편한세상 604동 주변,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
중원금광1-D-10,경기도,성남시,기타,,금빛로,3,경기도 성남시 중원구 금광로 72,경기도 성남시 중원구 금광동 1020,37.44458,127.166777,e편한세상 508동 주변,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
중원금광1-D-11,경기도,성남시,기타,,희망로,3,경기도 성남시 중원구 금광로 40,경기도 성남시 중원구 금광동 1008,37.442448,127.163628,e편한세상 305동 주변,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
중원금광1-D-12,경기도,성남시,기타,,희망로,3,,경기도 성남시 중원구 금광동 868,37.443049,127.165444,금상초등학교 주변,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
중원금광1-D-13,경기도,성남시,기타,,광명로,3,경기도 성남시 중원구 광명로324번길 3,경기도 성남시 중원구 금광동 1347,37.444882,127.16214,장원빌딩 주차장입구,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
중원금광1-D-14,경기도,성남시,기타,,광명로,3,,경기도 성남시 중원구 금광동 1452,37.445766,127.165324,새성남교회,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
중원금광1-D-15,경기도,성남시,기타,,산성대로,3,,경기도 성남시 중원구 금광동 1015,37.44407,127.159703,e편한세상 1단지 입구,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
중원금광1-D-16,경기도,성남시,기타,,희망로,3,경기도 성남시 중원구 희망로 402,경기도 성남시 중원구 금광동 113,37.440992,127.159788,해오름도서관 인근 교통섬,4,0,,,2,2023,경기도 성남시청,031-729-8743,2025-11-11
중원금광2-D-1,경기도,성남시,기타,,산성대로,3,경기도 성남시 중원구 산성대로372번길 14 (금광1동),경기도 성남시 중원구 금광2동 11,37.444751,127.158591,단대쇼핑,4,0,,,,2006,경기도 성남시청,031-729-8743,2025-11-11
중원금광2-D-2,경기도,성남시,기타,,산성대로,3,,경기도 성남시 중원구 금광동 4850,37.45244,127.16046,금광시장,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
중원금광2-A-33,경기도,성남시,기타,,광명로,3,경기도 성남시 중원구 광명로 396,경기도 성남시 중원구 금광2동 2412,37.44722,127.1697,하원초등학교 정문,4,0,,,2,2021,경기도 성남시청,031-729-8743,2025-11-11
중원은행1-D-1,경기도,성남시,기타,,자혜로,3,경기도 성남시 중원구 자혜로 55 (은행동),경기도 성남시 중원구 은행동 1932-7,37.451547,127.164951,중부초등학교,4,0,,,2,2008,경기도 성남시청,031-729-8743,2025-11-11
중원은행1-A-1,경기도,성남시,기타,,금빛로,3,,경기도 성남시 중원구 은행동 2352,37.451621,127.165648,노외주차장 부근중부초등학교,4,0,,,2,2013,경기도 성남시청,031-729-8743,2025-11-11
중원은행1-A-10,경기도,성남시,기타,,은행로,3,경기도 성남시 중원구 은행로 6,경기도 성남시 중원구 은행1동 421,37.45448,127.1631,상원초등학교 후문,4,0,,,2,2021,경기도 성남시청,031-729-8743,2025-11-11
중원은행2-A-12,경기도,성남시,기타,,자혜로,3,,경기도 성남시 중원구 은행동 421,37.453884,127.162721,상원초등학교 주변,4,0,,,2,2006,경기도 성남시청,031-729-8743,2025-11-11
중원은행2-D-1,경기도,성남시,기타,,산성대로,3,경기도 성남시 중원구 산성대로 490 (은행동),경기도 성남시 중원구 은행동 422-3,37.454946,127.162026,상원초입구사거리,4,0,,,2,2014,경기도 성남시청,031-729-8743,2025-11-11
중원상대원1-D-1,경기도,성남시,기타,,둔촌대로,3,경기도 성남시 중원구 둔촌대로 393-1 (상대원동),경기도 성남시 중원구 상대원동 1963,37.433557,127.160771,대원터널앞사거리,4,0,,,,2006,경기도 성남시청,031-729-8743,2025-11-11
중원상대원1-D-2,경기도,성남시,기타,,사기막골로,3,,경기도 성남시 중원구 상대원동 124-9,37.444978,127.179149,사기막골,4,0,,,,2014,경기도 성남시청,031-729-8743,2025-11-11
중원상대원1-D-3,경기도,성남시,기타,,둔촌대로,3,경기도 성남시 중원구 둔촌대로 456 (상대원동),경기도 성남시 중원구 상대원동 546,37.430585,127.167141,공단본부사거리,4,0,,,,2014,경기도 성남시청,031-729-8743,2025-11-11
중원상대원1-D-4,경기도,성남시,기타,,사기막골로,3,,경기도 성남시 중원구 상대원동 307-2,37.434861,127.171171,센텍시티2차,4,0,,,,2019,경기도 성남시청,031-729-8743,2025-11-11
중원상대원1-D-5,경기도,성남시,기타,,둔촌대로457번길,3,,경기도 성남시 중원구 상대원동 517-7,37.432392,127.170058,상대원119안전센터,4,0,,,,2019,경기도 성남시청,031-729-8743,2025-11-11
중원상대원1-D-6,경기도,성남시,기타,,갈마치로,3,경기도 성남시 중원구 갈마치로 218,경기도 성남시 중원구 상대원동 333-3,37.4336,127.17412,공단오거리+공단주유소,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
중원상대원1-A-13,경기도,성남시,기타,,순환로,3,,경기도 성남시 중원구 상대원동 54,37.442383,127.181591,상대원초등학교 주변,4,0,,,2,2014,경기도 성남시청,031-729-8743,2025-11-11
중원상대원2-D-1,경기도,성남시,기타,,희망로,3,경기도 성남시 중원구 희망로 343 (상대원동),경기도 성남시 중원구 상대원동 4128,37.436495,127.15798,상대원시장앞,4,0,,,,2006,경기도 성남시청,031-729-8743,2025-11-11
중원상대원2-D-2,경기도,성남시,기타,,희망로,3,경기도 성남시 중원구 희망로 373,경기도 성남시 중원구 상대원2동 3154-1,37.4392,127.158771,상대원2파출소 주변,4,0,,,,2022,경기도 성남시청,031-729-8743,2025-11-11
중원상대원3-D-1,경기도,성남시,기타,,금상로,3,경기도 성남시 중원구 금상로 56 (상대원동),경기도 성남시 중원구 상대원동 2339,37.440165,127.162594,성남농협 대원지점,4,0,,,,2006,경기도 성남시청,031-729-8743,2025-11-11
중원하대원-D-1,경기도,성남시,기타,,제일로,3,경기도 성남시 중원구 제일로 21 (하대원동),경기도 성남시 중원구 하대원동 110-8,37.42901,127.137229,중원구청사거리,4,0,,,,2006,경기도 성남시청,031-729-8743,2025-11-11
중원하대원-D-2,경기도,성남시,기타,,둔촌대로,3,경기도 성남시 중원구 둔촌대로 274 (하대원동),경기도 성남시 중원구 하대원동 143-1,37.42875,127.148891,성남테크노과학고,4,0,,,,2006,경기도 성남시청,031-729-8743,2025-11-11
중원하대원-D-3,경기도,성남시,기타,,둔촌대로,3,경기도 성남시 중원구 둔촌대로 352 (하대원동),경기도 성남시 중원구 하대원동 235-2,37.431329,127.15728,"중상60,63주차장",4,0,,,,2008,경기도 성남시청,031-729-8743,2025-11-11
중원하대원-D-4,경기도,성남시,기타,,둔촌대로,3,경기도 성남시 중원구 둔촌대로 300 (하대원동),경기도 성남시 중원구 하대원동 249,37.429078,127.149759,둔촌공원,4,0,,,,2008,경기도 성남시청,031-729-8743,2025-11-11
중원하대원-D-5,경기도,성남시,일반국도,3번,성남대로,3,,경기도 성남시 중원구 하대원동 100-3,37.42867,127.130181,여수사거리,4,0,,,,2019,경기도 성남시청,031-729-8743,2025-11-11
중원하대원-D-6,경기도,성남시,기타,,마지로,3,경기도 성남시 중원구 마지로 16,경기도 성남시 중원구 하대원동 19,37.428222,127.131416,하나님의교회 앞,4,0,,,,2022,경기도 성남시청,031-729-8743,2025-11-11
중원하대원-D-7,경기도,성남시,기타,,마지로,3,경기도 성남시 중원구 마지로 53-1,경기도 성남시 중원구 하대원동 105-5,37.42841,127.1357,성광교회 앞,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
중원하대원-A-15,경기도,성남시,기타,,원터로,3,,경기도 성남시 중원구 하대원동 123,37.429483,127.144034,검단초등학교 주변,4,0,,,2,2014,경기도 성남시청,031-729-8743,2025-11-11
중원하대원-A-22,경기도,성남시,기타,,시민로,3,경기도 성남시 중원구 시민로 144-1,경기도 성남시 중원구 하대원동 167-2,37.43114,127.15121,대하초등학교 정문,4,0,,,2,2021,경기도 성남시청,031-729-8743,2025-11-11
중원도촌-D-1,경기도,성남시,일반국도,3번,성남대로,3,경기도 성남시 중원구 성남대로997번길 27-2 (여수동),경기도 성남시 중원구 여수동 219,37.418578,127.12554,시청 출입구 앞,4,0,,,,2016,경기도 성남시청,031-729-8743,2025-11-11
중원도촌-D-2,경기도,성남시,일반국도,3번,성남대로,3,,경기도 성남시 중원구 여수동 181,37.418557,127.127423,시청 앞,4,0,,,,2016,경기도 성남시청,031-729-8743,2025-11-11
중원도촌-D-5,경기도,성남시,일반국도,3번,성남대로,3,,경기도 성남시 중원구 여수동 185,37.418003,127.128187,야탑사거리,4,0,,,,2016,경기도 성남시청,031-729-8743,2025-11-11
중원도촌-D-6,경기도,성남시,기타,,양현로,3,경기도 성남시 중원구 양현로 411 (여수동),경기도 성남시 중원구 여수동 189,37.417132,127.127783,성남스마트캐슬,4,0,,,2,2016,경기도 성남시청,031-729-8743,2025-11-11
중원도촌-D-7,경기도,성남시,일반국도,3번,성남대로,3,경기도 성남시 중원구 성남대로997번길 51-14 (여수동),경기도 성남시 중원구 여수동 309,37.41706,127.12574,야탑초등학교,4,0,,,2,2016,경기도 성남시청,031-729-8743,2025-11-11
중원도촌-D-8,경기도,성남시,일반국도,3번,성남대로,3,경기도 성남시 중원구 성남대로997번길 27-18 (여수동),경기도 성남시 중원구 여수동 247,37.417938,127.124767,여수동제1공영주차장,4,0,,,,2016,경기도 성남시청,031-729-8743,2025-11-11
중원도촌-D-9,경기도,성남시,기타,,여수울로,3,경기도 성남시 중원구 여수울로15번길 4-14 (여수동),경기도 성남시 중원구 여수동 425,37.418953,127.132091,하나빌딩,4,0,,,2,2016,경기도 성남시청,031-729-8743,2025-11-11
중원도촌-A-3,경기도,성남시,기타,,도촌남로,3,,경기도 성남시 중원구 도촌동 693,37.413311,127.158665,도촌초등학교 앞 삼거리,4,0,,,2,2013,경기도 성남시청,031-729-8743,2025-11-11
중원도촌-A-14,경기도,성남시,기타,,여수울로,3,경기도 성남시 중원구 여수울로 37,경기도 성남시 중원구 여수동 577,37.41943,127.132461,여수초등학교 후문,4,0,,,,2022,경기도 성남시청,031-729-8743,2025-11-11
중원도촌-A-32,경기도,성남시,기타,,도촌남로,3,경기도 성남시 중원구 도촌남로 22-1 (도촌동),경기도 성남시 중원구 도촌동 506번지 도촌유치원,37.413898,127.149773,도촌유치원,4,0,,,2,2018,경기도 성남시청,031-729-8743,2025-11-11
중원도촌-A-41,경기도,성남시,기타,,여수울로,3,,경기도 성남시 중원구 여수동 577,37.41865,127.13404,여수초등학교 정문,4,0,,,2,2022,경기도 성남시청,031-729-8743,2025-11-11
분당분당-A-20,경기도,성남시,기타,,장안로,3,,경기도 성남시 분당구 분당동 91,37.372662,127.144459,장안초등학교 주변,4,0,,,2,2014,경기도 성남시청,031-729-8743,2025-11-11
분당분당-A-21,경기도,성남시,기타,,분당로,3,,경기도 성남시 분당구 분당동 36,37.373689,127.131262,당촌초등학교 주변,4,0,,,2,2014,경기도 성남시청,031-729-8743,2025-11-11
분당수내1-D-1,경기도,성남시,기타,,황새울로,3,경기도 성남시 분당구 황새울로200번길 9-7 (수내동),경기도 성남시 분당구 수내동 21-3,37.377771,127.111777,판테온부근,4,0,,,,2010,경기도 성남시청,031-729-8743,2025-11-11
분당수내1-D-2,경기도,성남시,기타,,황새울로,3,경기도 성남시 분당구 황새울로240번길 12,경기도 성남시 분당구 수내1동 12-1,37.379502,127.115041,재규어랜드로버 앞,4,0,,,,2022,경기도 성남시청,031-729-8743,2025-11-11
분당수내1-A-4,경기도,성남시,기타,,내정로,3,,경기도 성남시 분당구 수내동 35,37.376826,127.117592,초림초등학교 후문,4,0,,,2,2012,경기도 성남시청,031-729-8743,2025-11-11
분당수내1-A-27,경기도,성남시,기타,,내정로,3,경기도 성남시 분당구 내정로165번길 6,경기도 성남시 분당구 수내1동 28-3,37.37406,127.11872,신한은행 앞,4,0,,,2,2021,경기도 성남시청,031-729-8743,2025-11-11
분당수내2-D-1,경기도,성남시,기타,,내정로,3,경기도 성남시 분당구 내정로174번길 42 (수내동),경기도 성남시 분당구 수내동 53,37.371531,127.122101,돌고래재래시장앞,4,0,,,,2008,경기도 성남시청,031-729-8743,2025-11-11
분당수내2-D-2,경기도,성남시,기타,,내정로,3,경기도 성남시 분당구 내정로 152 (수내동),경기도 성남시 분당구 수내동 55,37.371902,127.12017,동신파크 하나은행앞,4,0,,,,2006,경기도 성남시청,031-729-8743,2025-11-11
분당수내2-D-3,경기도,성남시,기타,,내정로,3,경기도 성남시 분당구 내정로166번길 43 (수내동),경기도 성남시 분당구 수내동 63-1,37.370357,127.122641,동신코아앞,4,0,,,,2006,경기도 성남시청,031-729-8743,2025-11-11
분당수내2-A-9,경기도,성남시,기타,,내정로,3,경기도 성남시 분당구 내정로174번길 19,경기도 성남시 분당구 수내2동 57,37.37269,127.12148,내정초등학교 후문,4,0,,,2,2021,경기도 성남시청,031-729-8743,2025-11-11
분당수내3-A-7,경기도,성남시,기타,,돌마로,3,,경기도 성남시 분당구 수내동 81,37.367761,127.124663,수내초등학교 주변,4,0,,,2,2014,경기도 성남시청,031-729-8743,2025-11-11
분당정자-D-1,경기도,성남시,기타,,황새울로,3,,경기도 성남시 분당구 정자동 99-3,37.3719,127.1097,백현중학교,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
분당정자-D-3,경기도,성남시,기타,,내정로,3,경기도 성남시 분당구 내정로17번길 2 (정자동),경기도 성남시 분당구 정자동 127-3,37.362136,127.114476,한솔프라자앞,4,0,,,2,2006,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-1,경기도,성남시,일반국도,3번,성남대로,3,경기도 성남시 분당구 성남대로 385 (정자동),경기도 성남시 분당구 정자동 15-2,37.370561,127.107512,두산위브파빌리온 앞,4,0,,,,2008,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-2,경기도,성남시,일반국도,3번,성남대로,3,,경기도 성남시 분당구 정자동 18-6,37.366811,127.108061,정자역프라자앞,4,0,,,,2006,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-3,경기도,성남시,기타,,정자일로,3,경기도 성남시 분당구 정자일로 197 (정자동),경기도 성남시 분당구 정자동 16-2,37.36803,127.105521,대우푸르지오시티앞,4,0,,,,2014,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-4,경기도,성남시,일반국도,3번,성남대로,3,경기도 성남시 분당구 성남대로331번길 3-3 (정자동),경기도 성남시 분당구 정자동 156-1,37.365332,127.107705,젤존타워 Ⅱ앞,4,0,,,,2006,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-5,경기도,성남시,일반국도,3번,성남대로,3,경기도 성남시 분당구 성남대로331번길 6 (정자동),경기도 성남시 분당구 정자동 26,37.365752,127.107331,정자역 환승주차장,4,0,,,,2014,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-6,경기도,성남시,기타,,정자일로,3,경기도 성남시 분당구 정자일로 165 (정자동),경기도 성남시 분당구 정자동 160,37.365305,127.10545,분당경찰서 주변,4,0,,,,2014,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-7,경기도,성남시,기타,,정자일로,3,경기도 성남시 분당구 정자일로 121 (정자동),경기도 성남시 분당구 정자동 174-1,37.361338,127.105543,스타파크 앞,4,0,,,2,2017,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-8,경기도,성남시,기타,,정자일로 232번길,3,경기도 성남시 분당구 성남대로 389,경기도 성남시 분당구 정자1동 15-1,37.370847,127.107484,두산위브파빌리온앞,4,0,,,,2020,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-9,경기도,성남시,기타,,정자일로,3,경기도 성남시 분당구 정자일로 146,경기도 성남시 분당구 정자1동 165-1,37.36329,127.10622,엠코헤리츠,4,0,,,,2021,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-10,경기도,성남시,기타,,성남대로,3,경기도 성남시 분당구 성남대로407번길 26,경기도 성남시 분당구 정자1동 6-3,37.372347,127.105785,늘푸른고등학교 삼거리 주변,4,0,,,,2022,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-11,경기도,성남시,기타,,성남대로,3,경기도 성남시 분당구 성남대로 275,경기도 성남시 분당구 정자1동 169-1,37.361212,127.106993,아데나루체아파트 정문,4,0,,,,2022,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-12,경기도,성남시,기타,,정자일로,3,,경기도 성남시 분당구 정자동 96-1,37.37061,127.10604,분당현대아이파크3단지아파트입구,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-A-3,경기도,성남시,기타,,백현다릿길,3,경기도 성남시 분당구 백현다릿길 12,경기도 성남시 분당구 정자1동 6-2,37.373847,127.104387,정자초등학교 정문,4,0,,,2,2021,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-A-9,경기도,성남시,기타,,황새울로,3,,경기도 성남시 분당구 정자동 89,37.366582,127.11106,신기초등학교 주변,4,0,,,2,2014,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-A-11,경기도,성남시,기타,,정자일로,3,,경기도 성남시 분당구 정자동 178-5,37.358334,127.105671,늘푸른초등학교 주변,4,0,,,2,2014,경기도 성남시청,031-729-8743,2025-11-11
분당정자2-D-1,경기도,성남시,기타,,돌마로,3,경기도 성남시 분당구 돌마로 303,,37.36619,127.11886,한솔초등학교 정문,4,0,,,2,2021,경기도 성남시청,031-729-8743,2025-11-11
분당정자3-D-1,경기도,성남시,기타,,불정로,3,경기도 성남시 분당구 불정로 134,경기도 성남시 분당구 정자3동 211,37.359113,127.119363,이마트,4,0,,,,2022,경기도 성남시청,031-729-8743,2025-11-11
분당정자3-D-2,경기도,성남시,기타,,내정로,3,경기도 성남시 분당구 내정로 27-1,경기도 성남시 분당구 정자3동 257-1,37.36009,127.11467,계원삼거리,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
분당정자3-A-11,경기도,성남시,기타,,돌마로,3,경기도 성남시 분당구 돌마로 250,경기도 성남시 분당구 정자3동 203,37.3616,127.11908,불정초등학교 정문,4,0,,,2,2021,경기도 성남시청,031-729-8743,2025-11-11
분당정자3-A-12,경기도,성남시,기타,,내정로,3,경기도 성남시 분당구 내정로 20,경기도 성남시 분당구 정자3동 195,37.36162,127.11488,탄천초등학교 정문,4,0,,,2,2021,경기도 성남시청,031-729-8743,2025-11-11
분당서현1-D-1,경기도,성남시,지방도,57번,서현로,3,경기도 성남시 분당구 서현로 204 (서현동),경기도 성남시 분당구 서현동 245-4,37.38712,127.125209,엘지에클라트 Ⅱ앞,4,0,,,,2006,경기도 성남시청,031-729-8743,2025-11-11
분당서현1-D-2,경기도,성남시,기타,,황새울로,3,경기도 성남시 분당구 황새울로311번길 37 (서현동),경기도 성남시 분당구 서현동 259-3,37.387226,127.1205,성남교육지원청 앞,4,0,,,,2008,경기도 성남시청,031-729-8743,2025-11-11
분당서현1-D-3,경기도,성남시,기타,,황새울로,3,경기도 성남시 분당구 황새울로360번길 43 (서현동),경기도 성남시 분당구 서현동 264,37.384261,127.123721,공항버스 정류장,4,0,,,,2006,경기도 성남시청,031-729-8743,2025-11-11
분당서현1-D-4,경기도,성남시,기타,,황새울로,3,경기도 성남시 분당구 황새울로359번길 11 (서현동),경기도 성남시 분당구 서현동 254-1,37.387996,127.123291,풍림아이원 입구,4,0,,,,2014,경기도 성남시청,031-729-8743,2025-11-11
분당서현1-D-5,경기도,성남시,기타,,중앙공원로,3,경기도 성남시 분당구 중앙공원로40번길 42,경기도 성남시 분당구 서현1동 94-3,37.37842,127.13283,우성아파트 후문,4,0,,,,2021,경기도 성남시청,031-729-8743,2025-11-11
분당서현1-A-10,경기도,성남시,기타,,중앙공원로,3,,경기도 성남시 분당구 서현동 92-1,37.378988,127.129653,분당초등학교 주변,4,0,,,2,2014,경기도 성남시청,031-729-8743,2025-11-11
분당서현1-A-11,경기도,성남시,기타,,중앙공원로,3,,경기도 성남시 분당구 서현동 87-1,37.382576,127.12855,서현초등학교 주변,4,0,,,2,2014,경기도 성남시청,031-729-8743,2025-11-11
분당서현2-D-1,경기도,성남시,기타,,돌마로,3,경기도 성남시 분당구 돌마로 478 (서현동),경기도 성남시 분당구 서현동 298-3,37.376981,127.133437,효자촌 프라자,4,0,,,2,2006,경기도 성남시청,031-729-8743,2025-11-11
분당서현2-D-2,경기도,성남시,기타,,장안로,3,경기도 성남시 분당구 분당로263번길 39,경기도 성남시 분당구 서현동 312-1,37.372012,127.140796,수련어린이공원 인근,4,0,,,2,2024,경기도 성남시청,031-729-8743,2025-11-11
분당서현2-A-7,경기도,성남시,기타,,돌마로,3,,경기도 성남시 분당구 서현동 303,37.374602,127.134589,서당초등학교 주변,4,0,,,2,2014,경기도 성남시청,031-729-8743,2025-11-11
분당서현2-A-8,경기도,성남시,기타,,불정로,3,,경기도 성남시 분당구 서현동 319,37.37466,127.140091,양영초등학교 주변,4,0,,,2,2014,경기도 성남시청,031-729-8743,2025-11-11
분당이매1-D-1,경기도,성남시,기타,,이매로,3,,경기도 성남시 분당구 이매동 376,37.39277,127.13125,송림고등학교 정문,4,0,,,,2023,경기도 성남시청,031-729-8743,2025-11-11
분당이매1-D-2,경기도,성남시,기타,,이매로,3,경기도 성남시 분당구 양현로 126,경기도 성남시 분당구 이매동 115-1,37.39483,127.12547,안말사거리,4,0,,,,2024,경기도 성남시청,031-729-8743,2025-11-11
분당이매1-A-9,경기도,성남시,기타,,양현로,3,,경기도 성남시 분당구 이매동 118,37.393154,127.125982,안말초등학교 정문,4,0,,,2,2012,경기도 성남시청,031-729-8743,2025-11-11
분당이매1-A-10,경기도,성남시,기타,,양현로,3,,경기도 성남시 분당구 이매동 112,37.39721,127.126493,이매초등학교 정문,4,0,,,2,2012,경기도 성남시청,031-729-8743,2025-11-11
분당이매2-D-1,경기도,성남시,일반국도,3번,성남대로,3,,경기도 성남시 분당구 이매동 106-4,37.398897,127.126648,이매119소방센터 건너편,4,0,,,2,2008,경기도 성남시청,031-729-8743,2025-11-11
분당이매2-D-2,경기도,성남시,기타,,판교로,3,,경기도 성남시 분당구 이매동 131-4,37.405152,127.122426,우리은행 이매지점,4,0,,,,2006,경기도 성남시청,031-729-8743,2025-11-11
분당이매2-A-7,경기도,성남시,기타,,탄천로,3,,경기도 성남시 분당구 이매동 136,37.402184,127.122403,매송초등학교 주변,4,0,,,2,2014,경기도 성남시청,031-729-8743,2025-11-11
분당야탑1-D-1,경기도,성남시,일반국도,3번,성남대로,3,경기도 성남시 분당구 성남대로925번길 11 (야탑동),경기도 성남시 분당구 야탑동 352-4,37.412043,127.12729,야탑역4번출구 하이마트,4,0,,,,2008,경기도 성남시청,031-729-8743,2025-11-11
분당야탑1-D-2,경기도,성남시,기타,,야탑로,3,경기도 성남시 분당구 야탑로81번길 11 (야탑동),경기도 성남시 분당구 야탑동 357-3,37.41094,127.127486,뉴코아아울렛,4,0,,,,2009,경기도 성남시청,031-729-8743,2025-11-11
분당야탑1-D-3,경기도,성남시,기타,,양현로,3,,경기도 성남시 분당구 야탑동 327-1,37.415501,127.137441,야탑중학교 건너편,4,0,,,,2016,경기도 성남시청,031-729-8743,2025-11-11
분당야탑1-D-4,경기도,성남시,기타,,성남대로,3,경기도 성남시 분당구 성남대로 920,경기도 성남시 분당구 야탑1동 364-2,37.41224,127.12945,제1환승공영주차장 출구,4,0,,,,2020,경기도 성남시청,031-729-8743,2025-11-11
분당야탑1-D-5,경기도,성남시,기타,,성남대로,3,경기도 성남시 분당구 성남대로 920,경기도 성남시 분당구 야탑1동 364-2,37.41151,127.12945,제1환승공영주차장 입구,4,0,,,,2020,경기도 성남시청,031-729-8743,2025-11-11
분당야탑2-D-1,경기도,성남시,기타,,양현로,3,경기도 성남시 분당구 양현로 254 (야탑동),경기도 성남시 분당구 야탑동 530,37.406289,127.127129,탑마을 쌍용 505동앞,4,0,,,2,2010,경기도 성남시청,031-729-8743,2025-11-11
분당야탑2-D-2,경기도,성남시,기타,,판교로,3,경기도 성남시 분당구 판교로 441 (야탑동),경기도 성남시 분당구 야탑동 533-5,37.405753,127.122741,남서울프라자 국민은행앞,4,0,,,,2006,경기도 성남시청,031-729-8743,2025-11-11
분당야탑2-A-7,경기도,성남시,일반국도,3번,성남대로,3,,경기도 성남시 분당구 야탑동 515,37.409099,127.130378,돌마초등학교 주변,4,0,,,2,2014,경기도 성남시청,031-729-8743,2025-11-11
분당야탑2-A-8,경기도,성남시,기타,,양현로,3,,경기도 성남시 분당구 야탑동 531,37.407326,127.126613,하탑초등학교 주변,4,0,,,2,2014,경기도 성남시청,031-729-8743,2025-11-11
분당야탑3-A-6,경기도,성남시,기타,,야탑로,3,,경기도 성남시 분당구 야탑동 161,37.406209,127.145692,상탑초등학교 정문,4,0,,,2,2012,경기도 성남시청,031-729-8743,2025-11-11
분당야탑3-A-7,경기도,성남시,기타,,벌말로,3,,경기도 성남시 분당구 야탑동 212,37.413924,127.139685,중탑초등학교 정문,4,0,,,2,2012,경기도 성남시청,031-729-8743,2025-11-11
분당금곡-D-1,경기도,성남시,기타,,돌마로,3,경기도 성남시 분당구 돌마로 79 (금곡동),경기도 성남시 분당구 금곡동 153,37.350396,127.110802,미금역2번출구 썬프라자,4,0,,,,2006,경기도 성남시청,031-729-8743,2025-11-11
분당금곡-D-2,경기도,성남시,기타,,돌마로,3,경기도 성남시 분당구 돌마로 47 (금곡동),경기도 성남시 분당구 금곡동 166,37.350382,127.107131,미금역7번출구 이코노샤르망,4,0,,,,2006,경기도 성남시청,031-729-8743,2025-11-11
