시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자
경기도,성남시 수정구,시도,,위례서로,3,,경기도 성남시 수정구 창곡동 502,37.471898,127.135873,3,2,Y,126001,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,65+3+21+3+108,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,위례서로,3,,경기도 성남시 수정구 창곡동 531-2,37.469068,127.137413,3,1,Y,126002,1,3,3,녹색+황색+적색,162+3+35,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,위례서로,3,,경기도 성남시 수정구 창곡동 499-130,37.467436,127.136426,3,2,Y,126003,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,107+3+41+3+46,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,위례순환로,3,,경기도 성남시 수정구 창곡동 503,37.471884,127.138212,3,2,Y,127001,1,4,5,녹색/녹색화살표+녹색/황색+녹색+황색+적색,11+3+43+3+70,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,위례순환로,3,,경기도 성남시 수정구 창곡동 507,37.471809,127.141178,3,2,Y,127002,1,4,3,녹색/녹색화살표+황색+적색,34+3+93,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,위례순환로,3,,경기도 성남시 수정구 창곡동 508-1,37.471377,127.142316,3,1,Y,127003,1,3,3,녹색+황색+적색,41+3+21,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,위례순환로,3,,경기도 성남시 수정구 창곡동 508-2,37.471340,127.142776,3,2,Y,127004,1,3,3,녹색+황색+적색,37+3+90,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,위례순환로,3,,경기도 성남시 수정구 창곡동 528,37.470570,127.143574,3,2,Y,127005,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,56+3+12+3+56,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,위례순환로,3,,경기도 성남시 수정구 창곡동 526,37.469682,127.147813,3,2,Y,127006,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,82+3+17+3+55,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,위례순환로,3,,경기도 성남시 수정구 창곡동 518,37.470732,127.150959,3,2,Y,127007,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,39+3+16+3+99,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,위례순환로,3,,경기도 성남시 수정구 창곡동 521,37.469519,127.150729,3,2,Y,127008,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,62+3+22+3+70,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,위례순환로,3,,경기도 성남시 수정구 창곡동 520,37.471434,127.154722,3,2,Y,127009,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,39+3+13+3+52,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,위례순환로,3,,경기도 성남시 수정구 창곡동 515,37.472438,127.153793,3,2,Y,127010,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,37+3+13+3+54,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,위례순환로,3,,경기도 성남시 수정구 창곡동 501,37.472059,127.134403,3,2,Y,127011,1,4,4,녹색+녹색/녹색화살표+황색+적색,57+15+3+25,2,1,1,Y,22:00,05:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,창업로,3,,경기도 성남시 수정구 시흥동 288-1,37.412608,127.098650,3,2,Y,128001,1,3,3,적색/녹색화살표+적색/황색+적색,44+6+150,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,창업로,3,,경기도 성남시 수정구 시흥동 288-2,37.412185,127.097618,3,2,Y,128002,1,3,3,적색/녹색화살표+적색/황색+적색,44+6+150,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,창업로,3,,경기도 성남시 수정구 시흥동 292-3,37.412252,127.095608,3,2,Y,128003,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,37+3+12+3+85,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,창업로,3,,경기도 성남시 수정구 시흥동 268-1,37.411095,127.095480,3,2,Y,128004,1,4,3,녹색/녹색화살표+황색+적색,47+3+90,2,2,1,Y,12:00,23:50,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,헌릉로,3,,경기도 성남시 수정구 창곡동 597,37.462424,127.144639,3,2,Y,129001,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,132+3+9+3+53,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,헌릉로,3,,경기도 성남시 수정구 창곡동 437-1,37.461928,127.143696,3,1,Y,129002,1,3,3,녹색+황색+적색,155+3+42,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,헌릉로,3,,경기도 성남시 수정구 창곡동 559-10,37.463903,127.140522,3,2,Y,129003,1,4,5,녹색/녹색화살표+녹색/황색+녹색+황색+적색,32+3+57+3+105,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,헌릉로,3,,경기도 성남시 수정구 창곡동 559-2,37.465451,127.137063,3,2,Y,129004,1,3,3,녹색+황색+적색,168+3+29,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,헌릉로,3,,경기도 성남시 수정구 창곡동 559,37.465706,127.136387,3,2,Y,129005,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,88+3+54+3+52,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 수정구,시도,,헌릉로,3,,경기도 성남시 수정구 창곡동 499-230,37.466869,127.133319,3,2,Y,129006,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,100+3+47+3+47,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 상대원동 434-2,37.431740,127.179465,3,2,Y,201001,1,4,3,녹색/녹색화살+황색+적색,26/26+4+170,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 상대원동 500-2,37.432056,127.173432,3,2,Y,201002,1,4,5,녹색+황색+적색/녹색화살+적색/황색+적색,67+4+24/24+4/4+101,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 상대원동 513-11,37.431287,127.171782,3,2,Y,201003,1,4,5,녹색+황색+적색/녹색화살+적색/황색+적색,121+4+46/46+4/4+25,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 상대원동 546,37.430585,127.167182,3,2,Y,201004,1,4,99,녹색/녹색화살+황색+녹색+황색+녹색/녹색화살+황색+적색,81+4+36+4+21/21+4+50,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 상대원동 517-13,37.432874,127.167488,3,2,Y,201005,1,3,4,녹색+적색+녹색화살+적색,63+41+54+26,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 상대원동 1613,37.433180,127.164025,3,1,Y,201006,1,4,4,녹색+녹색/녹색화살+황색+적색,80+20/20+3+97,2,2,1,N,00:00,00:00,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 상대원동 1974,37.433774,127.159894,3,2,Y,201007,1,4,4,녹색/녹색화살+녹색+황색+적색,31/31+23+4+142,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 하대원동 224-1,37.432409,127.1572997199,3,2,Y,201008,1,4,4,녹색+녹색/녹색화살+황색+적색,125+21/21+4+50,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 하대원동 240-4,37.429927,127.154979,3,2,Y,201009,1,4,4,녹색/녹색화살+녹색+황색+적색,30/30+47+4+119,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 하대원동 141,37.429078,127.149759,3,2,Y,201010,1,4,4,녹색/녹색화살+녹색+황색+적색,30/30+64+4+102,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 하대원동 131-36,37.429687,127.149112,3,2,Y,201011,1,4,4,녹색+녹색/녹색화살표+황색+적색,109+36/36+4+51,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 하대원동 128-19,37.429155,127.147016,3,1,Y,201012,1,3,3,녹색+황색+적색,156+4+40,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 하대원동 146,37.428009,127.144930,3,2,Y,201013,1,4,5,녹색+황색+적색/녹색화살+적색/황색+적색,71+4+26/26+4/4+95,2,2,1,N,00:00,00:00,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 하대원동 148,37.427959,127.141697,3,2,Y,201014,1,2,2,녹색+적색,86+114,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 성남동 3121,37.429254,127.140983,3,2,Y,201015,1,4,5,녹색+황색+적색/녹색화살+적색/황색+적색,137+4+37/37+3/3+19,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 성남동 3790,37.429863,127.136793,3,2,Y,201016,1,4,5,녹색+황색+적색/녹색화살+적색/황색+적색,61+4+26/26+4/4+105,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 성남동 3944,37.429319,127.135191,3,1,Y,201017,1,3,3,녹색+황색+적색,158+4+38,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 하대원동 103-5,37.428697,127.133194,3,1,Y,201018,1,3,3,녹색+황색+적색,46+4+150,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,둔촌대로,3,,경기도 성남시 중원구 하대원동 102,37.428528,127.132382,3,1,Y,201019,1,3,3,녹색+황색+적색,41+4+155,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 금광동 2613,37.447487,127.170996,3,1,Y,201020,1,3,3,녹색+황색+적색,60+3+27,2,2,1,Y,23:00,06:00,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 금광동 2412,37.446254,127.170236,3,2,Y,201021,1,4,4,녹색/녹색화살+녹색+황색+적색,15/15+25+3+47,2,2,1,Y,23:00,06:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 금광동 2401,37.446554,127.167657,3,2,Y,201022,1,4,5,녹색+황색+적색/녹색화살+적색/황색+적색,42+3+17/17+3/3+115,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 금광동 3657,37.446271,127.164017,3,1,Y,201023,1,3,3,녹색+황색+적색,145+3+32,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 금광동 3703,37.445440,127.161693,3,2,Y,201024,1,4,4,녹색/녹색화살+녹색+황색+적색,30/30+47+3+100,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 금광동 349,37.444431,127.159938,3,1,Y,201025,1,3,3,녹색+황색+적색,63+3+24,2,2,1,Y,23:00,06:00,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 금광동 9,37.444203,127.158010,3,2,Y,201026,1,4,3,녹색/녹색화살+황색+적색,57/57+3+140,2,2,1,Y,00:00,06:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 중앙동 180,37.443135,127.155595,3,2,Y,201027,1,3,3,녹색+황색+적색,50+3+47,2,2,1,Y,23:00,06:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 중앙동 2375,37.441734,127.153095,3,2,Y,201028,1,4,3,녹색/녹색화살+황색+적색,79/79+3+118,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 중앙동 2594,37.440335,127.149742,3,1,Y,201029,1,4,3,녹색/녹색화살+황색+적색,12/12+3+85,2,2,1,Y,23:00,06:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 중앙동 1102,37.439549,127.147585,3,1,Y,201030,1,3,3,녹색+황색+적색,67+3+30,2,2,1,Y,23:00,06:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 중앙동 3361,37.438554,127.145354,3,2,Y,201031,1,4,3,녹색/녹색화살+황색+적색,39/39+3+158,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 성남동 2161,37.436658,127.141670,3,2,Y,201032,1,4,3,녹색/녹색화살+황색+적색,47/47+3+150,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 성남동 2186,37.436030,127.140509,3,2,Y,201033,1,3,3,녹색+황색+적색,65+3+22,2,2,1,Y,00:00,05:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 성남동 2488,37.435398,127.140122,3,1,Y,201034,1,3,3,녹색+황색+적색,65+3+19,2,2,1,Y,23:00,06:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 성남동 2251,37.434763,127.138108,3,2,Y,201035,1,4,5,녹색+황색+적색/녹색화살+적색/황색+적색,48+3+21/21+3/3+15,2,2,1,Y,00:00,06:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 성남동 3132,37.434132,127.134569,3,2,Y,201036,1,4,3,녹색/녹색화살+황색+적색,44/44+3+133,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,경기도 성남시 중원구 광명로 311,,37.445020,127.160557,3,2,Y,202006,1,3,3,녹색+황색+적색,27+3+150,2,2,1,N,00:00,00:00,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,,경기도 성남시 중원구 중앙동 761,37.440520,127.149701,3,1,Y,중-4,1,4,4,녹색/녹색화살+녹색+황색+적색,15/15+36+3+46,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,광명로,3,경기도 성남시 중원구 광명로 175-1,,37.439222,127.147001,3,1,Y,중-2,1,4,4,녹색/녹색화살+녹색+황색+적색,30/30+40+3+27,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,산성대로,3,,경기도 성남시 중원구 중앙동 149,37.4435996078,127.154907,3,1,Y,201037,1,3,3,녹색+황색+적색,142+4+54,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,산성대로,3,,경기도 성남시 중원구 중앙동 307,37.442886,127.153579,3,1,Y,201038,1,3,3,녹색+황색+적색,145+3+52,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,산성대로,3,,경기도 성남시 수정구 신흥동 2471,37.442629,127.151301,3,2,Y,201039,1,4,3,녹색/녹색화살+황색+적색,50/50+4+166,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,산성대로,3,,경기도 성남시 중원구 중앙동 541,37.441484,127.150242,3,1,Y,201040,1,3,3,녹색+황색+적색,146+4+50,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,산성대로,3,,경기도 성남시 중원구 성남동 2001,37.439212,127.144660,3,2,Y,201041,1,4,5,녹색+황색+적색/녹색화살+적색/황색+적색,64+4+38/38+4/4+42,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,산성대로,3,,경기도 성남시 중원구 성남동 2144,37.437192,127.141188,3,2,Y,201042,1,4,4,녹색/녹색화살+녹색+황색+적색,37/37+32+3+128,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,산성대로,3,,경기도 성남시 수정구 수진동 4795,37.433823,127.128422,3,2,Y,201043,1,4,5,녹색+황색+적색/녹색화살+적색/황색+적색,28+3+52/52+3/3+114,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,산성대로,3,,경기도 성남시 중원구 성남동 4349,37.432940,127.127237,3,1,Y,201044,1,3,3,녹색+황색+적색,143+3+54,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,산성대로,3,,경기도 성남시 수정구 수진동 4690-7,37.432898,127.119473,3,2,Y,201045,1,4,5,녹색+황색+적색/녹색화살+적색/황색+적색,26+4+5/5+3/3+62,2,2,1,N,00:00,00:00,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,산성대로,3,,경기도 성남시 수정구 수진동 4690-7,37.432898,127.119473,3,2,Y,201046,1,4,5,녹색+황색+적색/녹색화살+적색/황색+적색,35+4+21/21+3/3+37,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,순환로,3,,경기도 성남시 중원구 상대원동 344-5,37.433778,127.177885,3,99,Y,201047,1,4,5,녹색+황색+적색/녹색화살+적색/황색+적색,91+3+7/7+3/3+96,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,순환로,3,,경기도 성남시 중원구 상대원동 369-3,37.435980,127.178593,3,2,Y,201048,1,3,3,녹색+황색+적색,65+3+132,2,2,1,Y,00:00,06:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,순환로,3,,경기도 성남시 중원구 상대원동 197-6,37.438398,127.179101,3,2,Y,201049,1,4,4,녹색+녹색/녹색화살+황색+적색,140+12/12+3+25,2,2,1,Y,00:00,06:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,순환로,3,,경기도 성남시 중원구 상대원동 179,37.440005,127.180090,3,2,Y,201050,1,3,3,녹색+황색+적색,168+4+28,2,2,1,Y,00:00,06:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,순환로,3,,경기도 성남시 중원구 상대원동 178,37.441188,127.180159,3,2,Y,201051,1,4,3,녹색/녹색화살+황색+적색,68/68+4+128,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,사기막골길,3,,경기도 성남시 중원구 상대원동 307,37.435044,127.170309,3,2,Y,201052,1,4,4,녹색/녹색화살+녹색+황색+적색,35/35+42+3+120,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,사기막골길,3,,경기도 성남시 중원구 상대원동 353-34,37.437327,127.173735,3,2,Y,201053,1,4,3,녹색/녹색화살+황색+적색,60/60+5+135,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,사기막골길,3,,경기도 성남시 중원구 상대원동 206-4,37.439291,127.176567,3,2,Y,201054,1,3,3,녹색+황색+적색,46+3+51,2,2,1,Y,20:00,06:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,사기막골길,3,,경기도 성남시 중원구 상대원동 171,37.441313,127.177737,3,2,Y,201055,1,4,5,녹색+황색+적색/녹색화살+적색/황색+적색,67+3+57/57+3/3+70,2,2,1,Y,00:00,07:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,금빛길,3,,경기도 성남시 중원구 상대원동 269-1,37.442664,127.170371,3,2,Y,201056,1,4,5,녹색/녹색화살+황색+적색/녹색화살+적색/황색+적색,34/34+3+16/16+3/3+12,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,금빛길,3,,경기도 성남시 중원구 금광동 1944,37.445138,127.168264,3,2,Y,201057,1,4,4,녹색/녹색화살+녹색+황색+적색,20/20+62+3+95,2,2,1,N,00:00,00:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,금빛길,3,,경기도 성남시 중원구 금광동 2961,37.448805,127.166436,3,2,Y,201058,1,3,3,녹색+황색+적색,153+3+24,2,2,1,Y,23:00,06:30,N,N,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,금빛길,3,경기도 성남시 중원구 금빛로 44,,37.445900,127.167860,3,2,Y,I2,1,3,3,녹색+황색+적색,17+3+160,2,2,1,N,00:00,00:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,황송길,3,,경기도 성남시 중원구 금광동 2414,37.446603,127.171643,3,1,Y,201059,1,3,3,녹색+황색+적색,60+3+27,2,2,1,Y,23:00,06:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,황송길,3,,경기도 성남시 중원구 금광동 2422,37.447640,127.172563,3,2,Y,201060,1,3,3,녹색+황색+적색,61+3+26,2,2,1,Y,23:00,06:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,황송길,3,,경기도 성남시 중원구 금광동 2537,37.449144,127.173177,3,2,Y,201061,1,3,4,적색+녹색+황색+적색,29+58+3+29,2,2,1,Y,23:00,06:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,금상로,3,,경기도 성남시 중원구 상대원동 669,37.442373,127.166120,3,1,Y,201062,1,3,3,녹색+황색+적색,60+3+27,2,2,1,Y,23:00,06:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,금상로,3,,경기도 성남시 중원구 상대원동 656,37.441937,127.166673,3,1,Y,201063,1,3,3,녹색+황색+적색,57+3+30,2,2,1,Y,23:00,06:00,N,Y,N,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,금상로,3,,경기도 성남시 중원구 상대원동 2992-1,37.440459,127.162386,3,1,Y,201064,1,3,3,녹색+황색+적색,58+3+29,2,2,1,Y,23:00,06:00,N,N,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,금상로,3,경기도 성남시 중원구 금상로 110,,37.442640,127.167160,3,1,Y,140,1,3,3,녹색+황색+적색,56+3+31,2,2,1,Y,23:00,06:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,금광로,3,,경기도 성남시 중원구 금광동 244,37.442810,127.160500,3,1,Y,20900B,1,4,4,녹색/녹색화살+녹색+황색+적색,13/13+72+3+87,2,2,1,Y,22:00,07:00,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
경기도,성남시 중원구,시도,,금광로,3,,경기도 성남시 중원구 금광동 538,37.443190,127.161600,3,1,Y,C,1,1,1,황색,0,2,2,1,Y,00:00,23:59,N,Y,Y,,경기도 성남시청,031-729-3674,2025-12-17
