설립구분명,시설명,전화번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
공립,지동초등학교,031-241-4081,경기도 수원시 팔달구 지동 119-1번지,경기도 수원시 팔달구 중부대로 67,16246,37.2771664061,127.0244795994
공립,창용초등학교,031-243-9610,경기도 수원시 장안구 연무동 5-2번지,경기도 수원시 장안구 광교산로140번길 8,16213,37.2996022751,127.0313227500
공립,천천초등학교,031-269-4086,경기도 수원시 장안구 천천동 512번지,경기도 수원시 장안구 정자로42번길 17,16325,37.3004454852,126.9827311277
공립,청명초등학교,031-202-2124,경기도 수원시 영통구 영통동 1053-6번지,경기도 수원시 영통구 봉영로1744번길 41,16713,37.2656494701,127.0851725812
공립,단남초등학교,031-741-2189,경기도 성남시 중원구 금광동 210번지,경기도 성남시 중원구 금광로12번길 5,13192,37.4429058807,127.1613740043
공립,단대초등학교,031-741-2018,경기도 성남시 수정구 단대동 77번지,경기도 성남시 수정구 단대로 30,13142,37.4535945534,127.1576964546
공립,대원초등학교,031-746-9372,경기도 성남시 중원구 상대원동 4251번지,경기도 성남시 중원구 희망로343번길 24,13392,37.4366682593,127.1550945372
공립,부천중앙초등학교,"070-7096-6302,6305",경기도 부천시 원미구 중동 1099-1번지,경기도 부천시 원미구 옥산로 30,14575,37.4965286328,126.7824123281
공립,부천중원초등학교,070-7096-6503,경기도 부천시 원미구 중동 1026번지,경기도 부천시 원미구 석천로 273,14510,37.5120704786,126.7637973556
공립,부천초등학교,032-713-3500,경기도 부천시 원미구 약대동 30번지,경기도 부천시 원미구 평천로 670,14512,37.5142422416,126.7651678153
공립,상도초등학교,070-7016-3118,경기도 부천시 원미구 상동 418번지,경기도 부천시 원미구 장말로 149,14600,37.4944745384,126.7592075960
공립,상동초등학교,070-5168-0203,경기도 부천시 원미구 상동 391-1번지,경기도 부천시 원미구 부흥로 70,14596,37.4968780377,126.7501449535
공립,상원초등학교,032-221-7800,경기도 부천시 원미구 상동 570-7번지,경기도 부천시 원미구 부흥로 93,14590,37.4981963880,126.7533672779
공립,상일초등학교,070-7099-2404,경기도 부천시 원미구 상동 550-5번지,경기도 부천시 원미구 조마루로 57,14587,37.5017206182,126.7505151243
공립,상지초등학교,070-7096-7102,경기도 부천시 원미구 중동 758번지,경기도 부천시 원미구 장말로 189,14607,37.4940235184,126.7634768032
공립,성주초등학교,032-710-2763,경기도 부천시 소사구 송내동 486번지,경기도 부천시 소사구 성주로 118,14746,37.4791584867,126.7689950305
공립,서현초등학교,031-701-2171,경기도 성남시 분당구 서현동 87-1번지,경기도 성남시 분당구 중앙공원로39번길 12,13588,37.3826412405,127.1287857761
공립,성남동초등학교,031-746-9456,경기도 성남시 중원구 금광동 3365번지,경기도 성남시 중원구 자혜로32번길 10,13172,37.4492357838,127.1621707961
공립,성남매송초등학교,070-4346-5600,경기도 성남시 분당구 이매동 136번지,경기도 성남시 분당구 탄천로 97,13523,37.4021809479,127.1224073310
공립,성남북초등학교,031-746-7701,경기도 성남시 수정구 산성동 2137번지,경기도 성남시 수정구 희망로534번길 3,13130,37.4514942101,127.1514763516
공립,성남서초등학교,031-753-5701,경기도 성남시 수정구 태평동 5090-1번지,경기도 성남시 수정구 태평로 19,13293,37.4485427305,127.1294213666
공립,성남신기초등학교,031-713-3691,경기도 성남시 분당구 정자동 89번지,경기도 성남시 분당구 황새울로 74,13611,37.3665847552,127.1110552678
공립,성남신흥초등학교,031-744-5456,경기도 성남시 수정구 신흥동 47-3번지,경기도 성남시 수정구 공원로436번길 17,13259,37.4505510179,127.1434987060
공립,성남은행초등학교,031-734-0514,경기도 성남시 중원구 은행동 652번지,경기도 성남시 중원구 순환로447번길 11,13151,37.4610052701,127.1709038272
공립,성남장안초등학교,031-701-7074,경기도 성남시 분당구 분당동 91번지,경기도 성남시 분당구 장안로51번길 10,13583,37.3724853858,127.1443315364
공립,성남수정초등학교,031-757-1584,경기도 성남시 수정구 수진동 4347번지,경기도 성남시 수정구 제일로123번길 9,13324,37.4362134591,127.1327828808
공립,성남중앙초등학교,031-754-3983,경기도 성남시 중원구 성남동 2580번지,경기도 성남시 중원구 원터로94번길 7,13360,37.4362822848,127.1434872714
공립,성남초등학교,031-755-1129,경기도 성남시 수정구 태평동 7326번지,경기도 성남시 수정구 수정로 233,13282,37.4460912082,127.1441529661
공립,수내초등학교,031-711-2152,경기도 성남시 분당구 수내동 81번지,경기도 성남시 분당구 백현로243번길 12,13600,37.3677735302,127.1246804296
공립,수진초등학교,031-756-2187,경기도 성남시 수정구 태평동 3756번지,경기도 성남시 수정구 탄리로95번길 16,13301,37.4449408428,127.1334637589
공립,칠보초등학교,031-291-1412,경기도 수원시 권선구 금곡동 245-2번지,경기도 수원시 권선구 금호로37번길 15,16398,37.2698558259,126.9553750014
공립,태장초등학교,031-204-1430,경기도 수원시 영통구 망포동 371번지,경기도 수원시 영통구 태장로71번길 30,16688,37.2408673199,127.0546416452
공립,파장초등학교,031-241-1930,경기도 수원시 장안구 파장동 574번지,경기도 수원시 장안구 경수대로1081번길 32-9,16348,37.3089602432,126.9923663408
공립,한일초등학교,031-258-6195,경기도 수원시 장안구 조원동 882번지,경기도 수원시 장안구 수일로 150,16294,37.3071062895,127.0058298189
공립,호매실초등학교,031-292-4623,경기도 수원시 권선구 호매실동 388-7번지,경기도 수원시 권선구 매실로 48,16400,37.2673458485,126.9564419751
공립,화서초등학교,031-243-2003,경기도 수원시 팔달구 화서동 104-2번지,경기도 수원시 팔달구 팔달로127번길 54-11,16439,37.2812145028,127.0006070559
공립,화양초등학교,031-243-9611,경기도 수원시 팔달구 화서동 274번지,경기도 수원시 팔달구 덕영대로735번길 65,16435,37.2835615002,126.9950300686
공립,화홍초등학교,031-241-6448,경기도 수원시 팔달구 화서동 7-1번지,경기도 수원시 팔달구 수성로258번길 70,16434,37.2872454058,127.0028911790
공립,효동초등학교,031-217-6317,경기도 수원시 영통구 매탄동 1248번지,경기도 수원시 영통구 매탄로126번길 27,16544,37.2624940774,127.0457402255
공립,효성초등학교,031-216-8911,경기도 수원시 팔달구 우만동 16번지,경기도 수원시 팔달구 월드컵로 256,16495,37.2834807943,127.0393306522
공립,효원초등학교,031-232-6835,경기도 수원시 영통구 매탄동 1155번지,경기도 수원시 영통구 효원로358번길 16,16546,37.2591274215,127.0399188207
공립,효천초등학교,031-269-0972,경기도 수원시 장안구 정자동 923번지,경기도 수원시 장안구 천천로21번길 11,16330,37.2934054596,126.9868296989
공립,안말초등학교,031-704-6161,경기도 성남시 분당구 이매동 118번지,경기도 성남시 분당구 양현로 104,13568,37.3930338395,127.1258311194
공립,야탑초등학교,031-781-3323,경기도 성남시 분당구 야탑동 333번지,경기도 성남시 분당구 양현로 400,13441,37.4165418600,127.1258724144
공립,오리초등학교,031-714-0672,경기도 성남시 분당구 구미동 115번지,경기도 성남시 분당구 미금로 121,13633,37.3443617738,127.1153810984
공립,왕남초등학교,031-723-7150,경기도 성남시 수정구 고등동 589번지,경기도 성남시 수정구 왕남로 24,13105,37.4286833660,127.0984030060
공립,이매초등학교,031-704-4086,경기도 성남시 분당구 이매동 112번지,경기도 성남시 분당구 양현로 146,13567,37.3971089671,127.1261159059
공립,중부초등학교,031-730-7104,경기도 성남시 중원구 은행동 1932-7번지,경기도 성남시 중원구 자혜로 55,13162,37.4515057588,127.1648175277
공립,중원초등학교,031-743-6480,경기도 성남시 중원구 상대원동 153번지,경기도 성남시 중원구 사기막골로31번길 46,13245,37.4378585831,127.1678626786
공립,중탑초등학교,031-709-6961,경기도 성남시 분당구 야탑동 212번지,경기도 성남시 분당구 벌말로 68,13502,37.4138172297,127.1395821133
공립,청솔초등학교,031-713-0742,경기도 성남시 분당구 금곡동 131번지,경기도 성남시 분당구 금곡로 243,13617,37.3546604162,127.1140977766
공립,초림초등학교,031-711-2102,경기도 성남시 분당구 수내동 35번지,경기도 성남시 분당구 수내로90번길 26,13597,37.3768638788,127.1176210044
공립,태평초등학교,031-753-9473,경기도 성남시 수정구 태평동 3743번지,경기도 성남시 수정구 남문로32번길 7,13302,37.4449533523,127.1316887921
공립,하원초등학교,031-731-6073,경기도 성남시 중원구 금광동 2412번지,경기도 성남시 중원구 광명로 396,13183,37.4462570227,127.1702448976
공립,하탑초등학교,031-705-0982,경기도 성남시 분당구 야탑동 531번지,경기도 성남시 분당구 양현로 262,13521,37.4074120750,127.1262342039
공립,희망대초등학교,031-732-4114,경기도 성남시 수정구 신흥동 1232번지,경기도 성남시 수정구 공원로370번길 29,13268,37.4474941375,127.1491094442
공립,고색초등학교,031-291-4387,경기도 수원시 권선구 고색동 887-59번지,경기도 수원시 권선구 매송고색로 681,16625,37.2515529527,126.9783747076
공립,고현초등학교,031-291-4293,경기도 수원시 권선구 고색동 280번지,경기도 수원시 권선구 고현로 12,16647,37.2491799973,126.9881784219
공립,곡선초등학교,031-235-2182,경기도 수원시 권선구 권선동 1199번지,경기도 수원시 권선구 덕영대로1217번길 36,16584,37.2507875996,127.0257279248
공립,구운초등학교,031-294-3232,경기도 수원시 권선구 구운동 465번지,경기도 수원시 권선구 여기산로 29,16426,37.2806286474,126.9776439332
공립,권선초등학교,031-232-4005,경기도 수원시 권선구 권선동 948번지,경기도 수원시 권선구 세지로126번길 27,16569,37.2632920610,127.0217699326
공립,남수원초등학교,031-8014-9899,경기도 수원시 권선구 세류동 1130번지,경기도 수원시 권선구 경수대로235번길 24,16657,37.2498770232,127.0167693099
공립,남창초등학교,031-251-5751,경기도 수원시 팔달구 남창동 126번지,경기도 수원시 팔달구 행궁로 44-9,16260,37.2779009698,127.0144695692
공립,당수초등학교,031-419-0128,경기도 수원시 권선구 당수동 244-3번지,경기도 수원시 권선구 당진로 6,16374,37.2891986428,126.9416185899
공립,동수원초등학교,031-214-9036,경기도 수원시 영통구 매탄동 898번지,경기도 수원시 영통구 인계로189번길 83,16535,37.2698061094,127.0391884002
공립,수원동신초등학교,031-269-5013,경기도 수원시 장안구 정자동 870-3번지,경기도 수원시 장안구 만석로68번길 46,16332,37.2957414173,126.9892283295
공립,매산초등학교,031-242-2502,경기도 수원시 팔달구 매산로3가 13번지,경기도 수원시 팔달구 향교로 93,16457,37.2721618166,127.0107504550
공립,매탄초등학교,031-213-3293,경기도 수원시 영통구 매탄동 946번지,경기도 수원시 영통구 매탄로 139,16543,37.2636665064,127.0435565407
공립,매현초등학교,031-217-4123,경기도 수원시 영통구 매탄동 1278번지,경기도 수원시 영통구 동탄원천로881번길 77,16548,37.2566843376,127.0421665056
공립,명당초등학교,031-225-9151,경기도 수원시 권선구 권선동 1301번지,경기도 수원시 권선구 세권로 319,16551,37.2522296242,127.0393744037
공립,산남초등학교,031-212-5582,경기도 수원시 영통구 매탄동 111-164번지,경기도 수원시 영통구 산남로 86,16526,37.2706505825,127.0501689846
공립,산의초등학교,031-880-8200,경기도 수원시 영통구 이의동 1327번지,경기도 수원시 영통구 센트럴타운로22번길 25,16505,37.2903995835,127.0572041826
공립,상률초등학교,031-207-7433,경기도 수원시 장안구 율전동 142-22번지,경기도 수원시 장안구 덕영대로417번길 98,16356,37.3047588910,126.9695556697
공립,상촌초등학교,031-296-8124,경기도 수원시 권선구 금곡동 699번지,경기도 수원시 권선구 금곡로31번길 92,16383,37.2731872486,126.9353414960
공립,서호초등학교,031-547-3000,경기도 수원시 권선구 서둔동 39-7번지,경기도 수원시 권선구 서호동로14번길 47,16619,37.2662346397,126.9903299560
공립,세곡초등학교,031-237-6944,경기도 수원시 권선구 권선동 1044번지,경기도 수원시 권선구 세권로207번길 32,16568,37.2562965182,127.0283321700
사립,소화초등학교,031-213-3342,경기도 수원시 영통구 원천동 산49-1번지,경기도 수원시 영통구 광교중앙로 30,16517,37.2781779947,127.0527524595
공립,송림초등학교,031-269-5007,경기도 수원시 장안구 정자동 889-1번지,경기도 수원시 장안구 대평로51번길 65,16319,37.2912454350,126.9917746191
공립,송원초등학교,031-258-8451,경기도 수원시 장안구 조원동 872번지,경기도 수원시 장안구 수일로 185,16293,37.3084673816,127.0101654880
공립,송정초등학교,031-256-6568,경기도 수원시 장안구 송죽동 404번지,경기도 수원시 장안구 송정로 41,16306,37.2970746417,127.0017207761
공립,수성초등학교,031-268-6311,경기도 수원시 장안구 조원동 843번지,경기도 수원시 장안구 금당로 19,16283,37.3056006425,127.0144607916
공립,수원금곡초등학교,031-291-4076,경기도 수원시 권선구 금곡동 1004번지,경기도 수원시 권선구 서수원로617번길 30,16392,37.2796954662,126.9526532422
공립,수원선일초등학교,031-233-1793,경기도 수원시 권선구 권선동 1276번지,경기도 수원시 권선구 권중로120번길 17,16559,37.2483366627,127.0304677840
공립,수원초등학교,031-245-5279,경기도 수원시 팔달구 고등동 19번지,경기도 수원시 팔달구 팔달로110번길 26,16448,37.2778229832,127.0043518748
공립,숙지초등학교,031-257-8615,경기도 수원시 팔달구 화서동 651번지,경기도 수원시 팔달구 덕영대로735번길 23-1,16435,37.2829886049,126.9917511828
공립,도창초등학교,070-7097-2302,경기도 시흥시 도창동 118번지,경기도 시흥시 수인로2793번길 6,14939,37.4069912065,126.8242609434
공립,매화초등학교,031-400-1500,경기도 안산시 상록구 이동 608번지,경기도 안산시 상록구 안산대학로 35,15514,37.3059440105,126.8626409069
공립,목감초등학교,070-7097-1553,경기도 시흥시 논곡동 160-37번지,경기도 시흥시 목감초등길 49,14984,37.3868583716,126.8589178860
공립,반월초등학교,031-487-2332,경기도 안산시 상록구 건건동 629번지,경기도 안산시 상록구 건건로 39,15521,37.3056147867,126.9014385062
공립,별망초등학교,031-413-0645,경기도 안산시 단원구 초지동 739-1번지,경기도 안산시 단원구 초지1로 51,15452,37.3045692026,126.8134545215
공립,본오초등학교,031-487-5572,경기도 안산시 상록구 본오동 821번지,경기도 안산시 상록구 각골서로 49,15550,37.2948673758,126.8679356094
공립,본원초등학교,031-487-3974,경기도 안산시 상록구 본오동 902번지,경기도 안산시 상록구 샘골로 83,15553,37.2916266353,126.8620058130
공립,상록초등학교,031-487-5743,경기도 안산시 상록구 본오동 872-1번지,경기도 안산시 상록구 본오로 157,15538,37.2991291783,126.8659253968
공립,서촌초등학교,070-7014-4095,경기도 시흥시 정왕동 1848-1번지,경기도 시흥시 정왕대로118번길 27,15038,37.3494415371,126.7275197276
공립,서해초등학교,031-434-6151,경기도 시흥시 정왕동 1867-2번지,경기도 시흥시 정왕대로53번길 14,15030,37.3560959211,126.7251141775
공립,선부초등학교,"031-487-3647,8",경기도 안산시 단원구 선부동 1086-1번지,경기도 안산시 단원구 달미로 24,15235,37.3382393441,126.8140964306
공립,선일초등학교,031-487-4123,경기도 안산시 단원구 선부동 1002번지,경기도 안산시 단원구 선이로3길 40,15224,37.3400117511,126.7996865506
공립,성안초등학교,031-437-3275,경기도 안산시 상록구 사동 1535번지,경기도 안산시 상록구 삼리로 119,15501,37.3048326408,126.8538374878
공립,소래초등학교,031-311-9050,경기도 시흥시 호현로 27번길,,,,
공립,송운초등학교,031-500-0600,경기도 시흥시 정왕동 1875-3번지,경기도 시흥시 옥구천동로 433-25,15028,37.3601215920,126.7301091010
공립,송호초등학교,031-487-8436,경기도 안산시 단원구 고잔동 767-1번지,경기도 안산시 단원구 한양대학로 183,15469,37.3115444409,126.8353065206
공립,슬기초등학교,031-362-4502,경기도 안산시 단원구 고잔동 720-1번지,경기도 안산시 단원구 안산천남로 53,15484,37.3055242484,126.8259260243
공립,시곡초등학교,031-487-6351,경기도 안산시 상록구 사동 1344-2번지,경기도 안산시 상록구 감골1로 46,15623,37.2890691998,126.8525057048
공립,시랑초등학교,031-439-2457,경기도 안산시 상록구 부곡동 719-3번지,경기도 안산시 상록구 충장로 670,15275,37.3363121516,126.8561078756
공립,시화초등학교,031-503-0650,경기도 시흥시 정왕동 1418-2번지,경기도 시흥시 큰솔로7번길 10,15059,37.3392929752,126.7514887832
공립,시흥매화초등학교,031-8042-0070,경기도 시흥시 매화동 445-1번지,경기도 시흥시 매화1로 62,14940,37.4163426704,126.8078700528
공립,시흥은행초등학교,031-311-6933,경기도 시흥시 은행동 545번지,경기도 시흥시 대은로104번길 29-10,14916,37.4425396538,126.8008008307
공립,시흥초등학교,031-504-8500,경기도 시흥시 정왕동 1871-4번지,경기도 시흥시 정왕대로143번길 15,15032,37.3519770914,126.7320891688
공립,신천초등학교,031-8032-8213,경기도 시흥시 신천동 677-23번지,경기도 시흥시 포도원로 88,14953,37.4351434842,126.7834057497
공립,안산부곡초등학교,031-487-7295,경기도 안산시 상록구 부곡동 680번지,경기도 안산시 상록구 부곡로 73,15310,37.3291967169,126.8604353316
공립,안산서초등학교,031-487-4550,경기도 안산시 단원구 원곡동 936-4번지,경기도 안산시 단원구 원선로 67,15364,37.3310188719,126.8001651124
공립,안산석수초등학교,031-487-4492,경기도 안산시 단원구 선부동 1042번지,경기도 안산시 단원구 석수로 93,15221,37.3448531294,126.8059752498
공립,안산양지초등학교,031-414-8473,경기도 안산시 단원구 고잔동 781-1번지,경기도 안산시 단원구 안산천남로 129,15483,37.3047715462,126.8346778184
공립,안산원곡초등학교,031-310-9700,경기도 안산시 단원구 원곡동 821번지,경기도 안산시 단원구 원곡초교길 9,15380,37.3293464844,126.7963089707
공립,안산중앙초등학교,031-487-4375,경기도 안산시 단원구 고잔동 673-1번지,경기도 안산시 단원구 예술대학로 50,15349,37.3213086487,126.8373198122
공립,안산초등학교,031-487-6058,경기도 안산시 상록구 수암동 177번지,경기도 안산시 상록구 수암2길 13-7,15202,37.3649854827,126.8781214430
공립,안산화정초등학교,031-487-6212,경기도 안산시 단원구 선부동 1100번지,경기도 안산시 단원구 화정천서로 545,15215,37.3459562595,126.8174132756
공립,옥터초등학교,070-7015-4404,경기도 시흥시 정왕동 1988번지,경기도 시흥시 옥터로 33,15015,37.3451152905,126.6924749707
공립,와동초등학교,031-487-3910,경기도 안산시 단원구 와동 704번지,경기도 안산시 단원구 사세충열로 26,15255,37.3369942785,126.8312102586
공립,원일초등학교,031-487-3036,경기도 안산시 단원구 선부동 962번지,경기도 안산시 단원구 원선로 113,15365,37.3328085729,126.8040654956
공립,은계초등학교,031-314-0146,경기도 시흥시 대야동 584번지,경기도 시흥시 대은로103번길 24,14915,37.4475606718,126.7978373183
공립,장곡초등학교,070-7096-6083,경기도 시흥시 장곡동 797번지,경기도 시흥시 장곡로70번길 12,15002,37.3812683861,126.7818064938
공립,정왕초등학교,(031)8042-7806,경기도 시흥시 정왕동 1788-4번지,경기도 시흥시 중심상가로 257,15064,37.3409709254,126.7432083412
공립,정재초등학교,031-487-4153,경기도 안산시 상록구 부곡동 225-5번지,경기도 안산시 상록구 정재초교길 11,15301,37.3383134607,126.8644898090
공립,진말초등학교,031-317-2701,경기도 시흥시 장곡동 827번지,경기도 시흥시 황고개로 567,15002,37.3805581984,126.7880821508
공립,초당초등학교,031-487-6887,경기도 안산시 상록구 사동 1389번지,경기도 안산시 상록구 초당로 25,15625,37.2853836340,126.8510594628
공립,초지초등학교,070-4099-0900,경기도 안산시 단원구 초지동 724-1번지,경기도 안산시 단원구 초지로 153,15443,37.3126861550,126.8142383830
공립,포리초등학교,"070-7097-2576, 070-7097-2579",경기도 시흥시 포동 20-17번지,경기도 시흥시 신현로202번길 31,14961,37.4057115076,126.7711894046
공립,하중초등학교,031-365-7700,경기도 시흥시 하중동 863번지,경기도 시흥시 하중로209번길 10,14976,37.3931363972,126.8069876609
공립,함현초등학교,031-503-7010,경기도 시흥시 정왕동 1878-10번지,경기도 시흥시 역전로 455,15017,37.3652916942,126.7378823008
공립,호동초등학교,031-487-4462,경기도 안산시 상록구 일동 601번지,경기도 안산시 상록구 성호로 70,15324,37.3127008929,126.8653487340
공립,화랑초등학교,031-487-5724,경기도 안산시 단원구 와동 846번지,경기도 안산시 단원구 화정천동로 296,15331,37.3312429862,126.8184833170
공립,개산초등학교,031-672-3082,경기도 안성시 금광면 개산리 168-3번지,경기도 안성시 금광면 외개산길 42,17536,36.9844711131,127.3020208520
공립,개정초등학교,031-672-8082,경기도 안성시 미양면 개정리 304-1번지,경기도 안성시 미양면 미양로 72,17602,36.9607363289,127.1886609752
공립,고삼초등학교,031-672-7081,경기도 안성시 고삼면 가유리 329-1번지,경기도 안성시 고삼면 고삼호수로 37,17505,37.0826862231,127.2645356799
공립,공도초등학교,031-651-2003,경기도 안성시 공도읍 용두리 187-1번지,경기도 안성시 공도읍 공도1로 9,17561,36.9999534732,127.1670348117
공립,광선초등학교,031-672-6082,경기도 안성시 죽산면 두교리 203-1번지,경기도 안성시 죽산면 개좌길 16,17524,37.0081630685,127.4331434490
공립,금광초등학교,031-672-3080,경기도 안성시 금광면 금광리 107-1번지,경기도 안성시 금광면 금광초교길 54,17535,36.9999208368,127.3242901168
공립,금광초등학교조령분교장,031-672-3084,경기도 안성시 금광면 사흥리 631-2번지,경기도 안성시 금광면 사흥길 59,17534,37.0011467111,127.3578923067
공립,대일초등학교,031-749-6777,경기도 성남시 중원구 상대원동 2511번지,경기도 성남시 중원구 금상로58번길 22,13243,37.4384521466,127.1641975059
공립,대하초등학교,031-752-9443,경기도 성남시 중원구 하대원동 167-2번지,경기도 성남시 중원구 시민로 14,13390,37.4317276762,127.1516584434
공립,돌마초등학교,031-704-3608,경기도 성남시 분당구 야탑동 515번지,경기도 성남시 분당구 야탑로 96-7,13517,37.4093084279,127.1302023026
공립,백현초등학교,031-713-1272,경기도 성남시 분당구 정자동 76번지,경기도 성남시 분당구 백현로144번길 26,13609,37.3721916962,127.1111618515
공립,복정초등학교,031-759-5623,경기도 성남시 수정구 복정동 665번지,경기도 성남시 수정구 성남대로1480번길 25,13112,37.4624718815,127.1303816398
공립,불곡초등학교,031-716-0143,경기도 성남시 분당구 구미동 241번지,경기도 성남시 분당구 무지개로 129,13623,37.3409866347,127.1197334886
공립,불정초등학교,031-713-0453,경기도 성남시 분당구 정자동 203번지,경기도 성남시 분당구 돌마로 250,13603,37.3612579994,127.1194957169
공립,상대원초등학교,031-736-7414,경기도 성남시 중원구 상대원동 54번지,경기도 성남시 중원구 순환로214번길 16,13204,37.4424034007,127.1816570102
공립,상탑초등학교,031-706-4123,경기도 성남시 분당구 야탑동 161번지,경기도 성남시 분당구 판교로 647,13512,37.4062100750,127.1456975861
공립,서당초등학교,031-701-2663,경기도 성남시 분당구 서현동 303번지,경기도 성남시 분당구 돌마로476번길 30,13586,37.3746009633,127.1345856306
공립,양진초등학교,031-8046-1300,경기도 안성시 공도읍 진사리 124-1번지,경기도 안성시 공도읍 진사1길 14,17564,36.9892840117,127.1404488195
공립,용머리초등학교,031-6190-8900,경기도 안성시 공도읍 용두리 517-2번지,경기도 안성시 공도읍 기업단지로 57,17552,37.0027146467,127.1584921250
공립,원곡초등학교성은분교장,031-656-6967,경기도 안성시 원곡면 성은리 407-2번지,경기도 안성시 원곡면 통심길 8,17554,37.0710598893,127.1643168369
공립,일죽초등학교,031-672-5080,경기도 안성시 일죽면 주천리 300번지,경기도 안성시 일죽면 주래본죽로 72,17528,37.0916353895,127.4818047454
공립,죽산초등학교,031-675-1127,경기도 안성시 죽산면 죽산리 405-2번지,경기도 안성시 죽산면 죽산초교길 43,17519,37.0784767667,127.4211899325
공립,죽화초등학교,031-672-5082,경기도 안성시 일죽면 화곡리 730번지,경기도 안성시 일죽면 죽화로 297,17526,37.1077469700,127.4582669426
공립,현매초등학교,031-673-2386,경기도 안성시 서운면 현매리 193번지,경기도 안성시 서운면 매향길 61,17608,36.9359667409,127.2300751909
공립,과천초등학교,02-502-3007,경기도 과천시 중앙동 75번지,경기도 과천시 온온사로 10,13802,37.4370280135,126.9945094205
공립,관문초등학교,02-504-5345,경기도 과천시 부림동 48번지,경기도 과천시 별양로 180-1,13831,37.4342619947,127.0011518573
공립,관양초등학교,031-340-4170,경기도 안양시 동안구 관양동 1407번지,경기도 안양시 동안구 관평로336번길 23,13931,37.4060751046,126.9598819368
공립,달안초등학교,031-381-0333,경기도 안양시 동안구 비산동 1109-1번지,경기도 안양시 동안구 동안로 178,14046,37.3941215078,126.9498000443
공립,덕천초등학교,031-447-8257,경기도 안양시 만안구 안양동 192-5번지,경기도 안양시 만안구 전파로 27,14085,37.3907863289,126.9363810942
공립,동안초등학교,031-381-0352,경기도 안양시 동안구 평촌동 898-1번지,경기도 안양시 동안구 관평로138번길 36,14070,37.3891058124,126.9646240401
공립,명학초등학교,070-7114-4003,경기도 안양시 만안구 안양동 349-13번지,경기도 안양시 만안구 명학로 55,14095,37.3800329150,126.9344849051
공립,각골초등학교,031-502-1742,경기도 안산시 상록구 본오동 728-6번지,경기도 안산시 상록구 석호로 384,15557,37.2926143376,126.8730991316
공립,검바위초등학교,031-503-1707,경기도 시흥시 은행동 258-1번지,경기도 시흥시 수인로3247번길 59,14922,37.4326140766,126.7990055496
공립,경일초등학교,031-487-4334,경기도 안산시 상록구 성포동 591-1번지,경기도 안산시 상록구 성포로 47,15292,37.3241069001,126.8477694520
공립,계수초등학교,031-8044-4300,경기도 시흥시 계수동 145-1번지,경기도 시흥시 계수로 203,14925,37.4531738470,126.8205781757
공립,고잔초등학교,031-487-4360,경기도 안산시 단원구 고잔동 581번지,경기도 안산시 단원구 적금로 182,15335,37.3250922820,126.8273540196
공립,관산초등학교,031-487-4050,경기도 안산시 단원구 초지동 603번지,경기도 안산시 단원구 원선1로 68,15384,37.3289719760,126.8061552234
공립,군서초등학교,031-8042-2502,경기도 시흥시 정왕동 1175번지,경기도 시흥시 정왕천로427번길 30,15052,37.3472806127,126.7517256216
공립,군자초등학교,070-4648-5770,경기도 시흥시 거모동 1582-1번지,경기도 시흥시 군자로 539,15068,37.3438123883,126.7870857253
공립,냉정초등학교,031-8042-0700,경기도 시흥시 정왕동 1872-3번지,경기도 시흥시 역전로 369,15026,37.3577563477,126.7351016687
공립,능길초등학교,031-493-8093,경기도 안산시 단원구 신길동 1417-22번지,경기도 안산시 단원구 신길중앙로3길 8,15398,37.3360745955,126.7643445744
공립,대남초등학교,032-886-9824,경기도 안산시 단원구 대부남동 1066-123번지,경기도 안산시 단원구 대남로 298,15653,37.2199151537,126.5754981310
공립,대동초등학교,032-886-0071,경기도 안산시 단원구 대부동동 838번지,경기도 안산시 단원구 솔따배기길 134-9,15644,37.2413326592,126.6001753894
공립,대부초등학교,032-886-3600,경기도 안산시 단원구 대부북동 181번지,경기도 안산시 단원구 대부중앙로 56,15645,37.2456165797,126.5805398397
공립,대야초등학교,031-363-3003,경기도 시흥시 대야동 456-2번지,경기도 시흥시 대골안길 31,14905,37.4468412610,126.7890711670
공립,덕성초등학교,031-485-3747,경기도 안산시 단원구 고잔동 676-1번지,경기도 안산시 단원구 예술대학로 119,15336,37.3271107674,126.8368286532
공립,흥천초등학교,031-883-0325,경기도 여주시 흥천면 효지리 377-3번지,경기도 여주시 흥천면 효자로 155,12607,37.3328201548,127.5409090773
공립,군남초등학교,031-833-2365,경기도 연천군 군남면 진상리 704-1번지,경기도 연천군 군남면 진상17길 46,11007,38.0673908263,127.0154883092
공립,궁평초등학교,031-835-1117,경기도 연천군 청산면 궁평리 496-1번지,경기도 연천군 청산면 궁평로45번길 52,11020,38.0280680559,127.1045646536
공립,대광초등학교,031-834-8915,경기도 연천군 신서면 도신리 245-1번지,경기도 연천군 신서면 연신로 1127-1,11000,38.1830259643,127.1053955704
공립,백의초등학교,031-835-6105,경기도 연천군 청산면 백의리 825번지,경기도 연천군 청산면 청창로 726,11021,38.0232862226,127.1365146915
공립,백학초등학교,031-835-5011,경기도 연천군 백학면 두일리 15번지,경기도 연천군 백학면 백학로40번길 23,11048,38.0316002108,126.9215588498
공립,연천노곡초등학교,031-835-5067,경기도 연천군 백학면 노곡리 714-2번지,경기도 연천군 백학면 진목로 26,11049,37.9990219416,126.9166667502
